那是我的台词！	That's MY line!
隨著人們年齡的增長，其腦細胞就變得比較沒有效率。	As people get older, their brain cells become less efficient.
碰過酒的嘴唇就別想碰我的唇。	Lips that touch liquor shall not touch mine.
你一面生活一面學習。	You live and learn.
這隻鷹抓到一隻老鼠。	The hawk caught a mouse.
該建築高一百公尺。	The building is one hundred meters high.
卓别林是有预见力的人。	Chaplin was visionary.
他精通波斯语。	He is proficient in Farsi.
我希望考试能录取。	I hope to graduate at the exams.
外交部长是个没主见的人。	The Foreign Minister was a puppet.
工作政策是个失败。	The employment policy is a failure.
哥倫布曾經在當地人偷了他的鸚鵡之後決定完全地燒毀整個村莊。因為他不能焚燒他們的水，所以他感到失望。於是他發明了氟。	Christopher Columbus once decided to burn absolutely everything in an entire village after one of the natives stole his parrot. He was disappointed that he couldn't burn their water. So he invented fluorine.
男不坏，女不爱。	Nice guys finish last.
宣传由我来负责。	I'm in charge of the propaganda.
干部们视察了我们的学校。	The cadres inspected our school.
婴儿不再哭了。	The baby isn't crying anymore.
我不喜欢吃辣的。	I don't like spicy food.
你想喝点儿咖啡或茶吗？	Would you like some tea or coffee?
你喜欢蓝色的还是红色的？	Do you prefer the blue one or the red one?
这是报纸还是杂志？	Is this a newspaper or a magazine?
你想吃法国菜，日本菜还是中国菜？	Do you want to eat French, Japanese or Chinese food?
每天我骑自行车或者坐公车上班。	Every day I either ride a bike or get the bus to work.
你想喝咖啡还是喝茶？	Tea or coffee - which would you like?
觉得难过的时候，我跟朋友说一下话或出去散步。	When I'm feeling low, I talk with friends or go out for a walk.
我想学钢琴，吉它或长笛。	I would like to learn to play the piano, guitar or flute.
我們這周的主題是：_____。	Our topic of the week is: _____.
雨是自雲落下的水。	Rain is water falling from clouds.
你看到的這些花是玫瑰。	These flowers you see are roses.
悲哉失敗者!	Woe to the vanquished.
中国是一个新兴市场。	China is an emerging market.
你投给谁？	Who are you voting for?
如果不是它很重要，我不會問你。	I wouldn't ask this of you if it weren't important.
他认为太极拳改善了他的生活。	He believes that Tai Ji has improved his life.
经理打算改良公司的结构。	The manager wants to improve the company's structuring.
通过遗传修饰，我们可以改良农作物。	Through genetic modification, we can improve crops.
这个新的市场可能改良全部的工业。	This new market may improve the entire industry.
今天我们取得了很多进步。	We've made a lot of improvements today.
要是你想批评别人的话，首先需要改进自己的做法。	If you want to criticise other people, first you must improve your own methods.
我希望改进自己的工作态度。	I hope to improve my attitude to work.
为了改进学生的学习态度，学校让他们晚一个小时来上课。	In order to improve the students' attitude to their studies, the school let them start class an hour later.
不知道要等多长时间，我的创作能力才能进步。	I don't know how long I'll have to wait before I become more creative.
我敢打賭，在Tom Waits發掘它當幕後支援前你從來沒有聽說過斯特羅小提琴！無論如何，1920年代末前它採用了一個大型金屬喇叭諧振器來代替木製音箱，以便它可以更好地被錄音設備收音。	I bet you'd never heard of a Stroh violin before Tom Waits dug it back up!  Anyway, it used a large metal horn as its resonator instead of a wooden box so it could be picked up better by recording equipment before the late 1920s.
我吹高音薩克斯風。	I play the tenor saxophone.
長號:狂野可能有趣，但盡量不要發出粗啞的音符。	Trombones: it may be fun to go wild, but try not to blat the notes.
著名的鐵琴演奏家Stefon Harris已經錄製了至少一個巴拉風獨奏。	Famous vibraphonist Stefon Harris has recorded at least one balafon solo.
在20世紀期間，滿洲國是一個傀儡國家。	During the 20th century, Manchukuo was a puppet state.
薩克斯管吹奏者常常兼演奏長笛，對主要樂器而言它們具有類似的指法。	Saxophonists often double on flutes, which have similar fingerings to their primary instruments.
在大博弈期間，阿富汗是一個緩衝國。	During the Great Game, Afghanistan was a buffer state.
在15世紀，琉球王國是中國帝國的附庸國。	During the 15th century, the Ryukyu Kingdom was a tributary state of Imperial China.
我在物理課遇到一個傢伙用PVC管做了迪吉里杜管。	A guy I met in my physics class made a didgeridoo out of PVC pipe.
她是一個非常嬌小的女孩，但她真的自己抱著中音薩克斯。不過，我忍不住想像這個東西纏繞包裹住她，並像蟒蛇般的吞噬她。	She was a tiny girl, but she really held her own on the baritone sax.  Nonetheless, I couldn't help but imagine the thing wrapping itself around her and devouring her like a boa constrictor.
在二十世紀末期，南斯拉夫被美國認為是一個流氓國家。	In the late 20th century, Yugoslavia was considered a rogue state by the United States.
我希望你練習了你的長笛獨奏！	I hope you practiced your flute solo!
他用他的迪吉里杜管勾引了她。	He seduced her with his didgeridoo.
一些分析家認為索馬里是非常失敗的國家。	Some analysts consider Somalia as the failed state par excellence.
一些分析家認為索馬里是非常失敗的國家。	Some analysts consider Somalia as the failed state par excellence.
波多黎各不是一個主權國家。	Puerto Rico is not a sovereign state.
巴松管在英文翻譯中是一個困難。	The bassoon is a stumbling block in the english translation.
我周圍都是各國的語言及文字的愛好者。	I'm surrounded by linguaphiles!
我的孫子還是個嬰兒。	My grandson is still a baby.
不快樂不請自來。	Unhappiness comes without being called.
我的嗜好就是彈鋼琴。	My hobby is playing the piano.
法國是一個福利國家，但它卻不再能夠負擔得起了。	France is running a welfare state it can no longer afford.
每次我去他住處，他都在讀書。	Every time I went to his place, he was studying.
